Tanggal,Inflow,Outflow,Curah Hujan
1/1/2023,20.6292819976807,4.02420854568481,67.1631698608398
1/2/2023,15.8350076675415,3.11806750297546,0.0869522988796234
1/3/2023,15.290657043457,2.57370710372925,0.0684631615877152
1/4/2023,17.686803817749,2.94823217391968,0.799687147140503
1/5/2023,24.5539894104004,7.72420024871826,1.25290358066559
1/6/2023,25.8441982269287,8.67485523223877,0.707810699939728
1/7/2023,39.425724029541,5.2394962310791,62.7430267333984
1/8/2023,55.8618354797363,7.93001747131348,0.31741589307785
1/9/2023,49.3439254760742,4.62776279449463,0.442564010620117
1/10/2023,75.1200485229492,9.11563777923584,3.98791885375977
1/11/2023,83.4454650878906,5.16226673126221,3.3226420879364
1/12/2023,111.470642089844,4.02814340591431,19.9551429748535
1/13/2023,118.223701477051,3.10023403167725,2.12661743164063
1/14/2023,37.6958618164063,2.57881379127502,14.8998317718506
1/15/2023,24.3448638916016,2.23115229606628,3.17395758628845
1/16/2023,29.6623859405518,2.00472569465637,9.3101978302002
1/17/2023,17.3578033447266,4.53425216674805,1.18942642211914
1/18/2023,59.0673637390137,11.4510669708252,61.7612342834473
1/19/2023,69.5025482177734,6.60740518569946,5.14605903625488
1/20/2023,94.6116485595703,5.15444898605347,50.9646682739258
1/21/2023,91.6664733886719,3.89113807678223,0.729492723941803
1/22/2023,107.664680480957,3.14112782478333,5.47640562057495
1/23/2023,96.26953125,2.62660360336304,0.817204892635346
1/24/2023,53.2688674926758,2.27919483184815,0.785977125167847
1/25/2023,46.228630065918,2.08090567588806,1.65593731403351
1/26/2023,67.4096755981445,1.93227517604828,2.3268449306488
1/27/2023,84.1524887084961,1.84670233726502,4.69152021408081
1/28/2023,123.77067565918,1.79558157920837,1.6947535276413
1/29/2023,129.971282958984,5.2456226348877,1.11448776721954
1/30/2023,136.259521484375,3.29447817802429,2.44697189331055
1/31/2023,95.0656814575195,11.5575742721558,2.20620608329773
2/1/2023,64.7662734985352,6.5488224029541,1.70116877555847
2/2/2023,47.1911239624023,19.8904876708984,3.27899789810181
2/3/2023,29.3815975189209,18.8632831573486,2.36621403694153
2/4/2023,27.5407371520996,18.9063301086426,1.05874443054199
2/5/2023,24.7714004516602,21.5687198638916,2.28722882270813
2/6/2023,22.4708824157715,21.9231605529785,20.4004650115967
2/7/2023,18.7593498229981,11.5373430252075,30.7682514190674
2/8/2023,24.1876029968262,9.0086088180542,2.26514220237732
2/9/2023,19.0033168792725,10.7766361236572,18.077564239502
2/10/2023,45.6923980712891,13.734209060669,4.06302309036255
2/11/2023,24.0603141784668,7.85984611511231,51.855110168457
2/12/2023,23.1056785583496,11.4583988189697,8.05231189727783
2/13/2023,194.601287841797,6.60382747650147,39.8490943908691
2/14/2023,106.527290344238,5.23457431793213,7.4744553565979
2/15/2023,77.5326766967773,4.11011457443237,22.2282943725586
2/16/2023,43.0804786682129,3.3828558921814,-0.501663446426392
2/17/2023,19.5133438110352,10.3454675674439,9.68773174285889
2/18/2023,36.1006927490234,9.65348815917969,31.1163425445557
2/19/2023,41.5502433776856,5.92041778564453,28.5490455627441
2/20/2023,27.1513080596924,11.1912069320679,7.91877365112305
2/21/2023,13.7853488922119,8.5872974395752,2.2606258392334
2/22/2023,29.1373729705811,5.40774393081665,5.60744380950928
2/23/2023,38.4342803955078,7.64072990417481,2.66262054443359
2/24/2023,52.1579399108887,17.3927993774414,3.00250458717346
2/25/2023,42.3581047058106,8.6341438293457,3.14741468429565
2/26/2023,46.1767539978027,17.6693630218506,1.88215494155884
2/27/2023,45.9248733520508,12.127833366394,2.46284604072571
2/28/2023,39.5656585693359,13.7082977294922,19.5682697296143
3/1/2023,30.622745513916,10.6631698608398,13.7471399307251
3/2/2023,29.9227294921875,9.90277194976807,2.82763671875
3/3/2023,181.493438720703,9.46737861633301,19.6579780578613
3/4/2023,113.52742767334,9.24263572692871,2.34792590141296
3/5/2023,55.2965240478516,9.15310573577881,2.20988655090332
3/6/2023,58.6963958740234,9.04994010925293,2.24585819244385
3/7/2023,71.4076843261719,7.64838218688965,2.18473291397095
3/8/2023,62.1981925964356,14.8009786605835,6.0556902885437
3/9/2023,39.4482002258301,8.85306072235107,26.3646907806397
3/10/2023,90.7993469238281,6.06227350234985,4.23337554931641
3/11/2023,179.948348999023,4.55285739898682,3.67095637321472
3/12/2023,38.938175201416,26.1269969940186,12.8476009368897
3/13/2023,16.7731056213379,40.9642753601074,2.1567165851593
3/14/2023,53.2769927978516,43.6930084228516,2.25884985923767
3/15/2023,127.963806152344,40.9469871520996,21.2107601165772
3/16/2023,185.09001159668,37.9636001586914,8.81524276733398
3/17/2023,26.3652076721191,33.9640769958496,2.2931399345398
3/18/2023,31.9906673431397,42.0553245544434,2.32406902313232
3/19/2023,101.465370178223,46.0751419067383,3.73494648933411
3/20/2023,196.158447265625,46.9736785888672,13.9844017028809
3/21/2023,105.622863769531,47.5608520507813,4.29430818557739
3/22/2023,121.436904907227,48.1143798828125,1.55101573467255
3/23/2023,33.4183464050293,48.3713264465332,5.69659852981567
3/24/2023,29.2908191680908,48.4693870544434,0.989792108535767
3/25/2023,18.0493125915527,48.3643760681152,0.180757373571396
3/26/2023,21.353967666626,48.922607421875,0.615648508071899
3/27/2023,27.1303176879883,38.1768188476563,2.54634761810303
3/28/2023,59.0162620544434,50.5693511962891,2.65967297554016
3/29/2023,25.6167411804199,48.0287857055664,1.03146111965179
3/30/2023,54.3872756958008,48.3547630310059,2.87223601341248
3/31/2023,26.8763580322266,48.0018997192383,3.845942735672
4/1/2023,173.883865356445,47.8794975280762,3.97993564605713
4/2/2023,101.027931213379,47.7606201171875,3.47736239433289
4/3/2023,30.1613082885742,47.6577377319336,3.4121835231781
4/4/2023,130.975280761719,47.5428161621094,3.43946194648743
4/5/2023,95.3075332641602,47.3809623718262,0.942417442798615
4/6/2023,56.3244323730469,47.0339813232422,17.7061805725098
4/7/2023,33.2948226928711,47.1115112304688,7.5200719833374
4/8/2023,41.7640495300293,46.7457962036133,0.772884130477905
4/9/2023,30.2589302062988,46.3866958618164,2.89441204071045
4/10/2023,24.8683032989502,45.8919639587402,0.720799446105957
4/11/2023,27.9091835021973,40.749942779541,1.85720372200012
4/12/2023,25.2292861938477,45.3981971740723,30.428747177124
4/13/2023,22.3699607849121,36.2413940429688,1.9768773317337
4/14/2023,18.9652194976807,25.38108253479,1.63502621650696
4/15/2023,16.6327438354492,23.7620048522949,1.1296374797821
4/16/2023,15.8758277893066,48.2638511657715,1.59469473361969
4/17/2023,14.2287311553955,43.0230178833008,0.868409991264343
4/18/2023,4.7103271484375,43.3228263854981,5.19652700424194
4/19/2023,10.2113046646118,42.5914459228516,3.5534360408783
4/20/2023,93.6336364746094,42.7939987182617,1.35585105419159
4/21/2023,51.6327209472656,43.0487098693848,3.07609105110169
4/22/2023,30.0679111480713,43.3690986633301,2.03193831443787
4/23/2023,14.2985229492188,43.6532974243164,4.34488821029663
4/24/2023,13.3515567779541,43.9331550598145,1.44401454925537
4/25/2023,49.6399230957031,44.4035987854004,0.146876007318497
4/26/2023,49.1022834777832,44.2417449951172,3.59101438522339
4/27/2023,40.2500495910645,44.3682556152344,0.525182843208313
4/28/2023,19.3604621887207,44.4653930664063,2.78231978416443
4/29/2023,11.7936296463013,44.5392036437988,1.11380136013031
4/30/2023,14.6906614303589,34.1777610778809,0.457367926836014
5/1/2023,6.21081686019898,27.1267681121826,0.770628988742828
5/2/2023,4.71354055404663,48.1918411254883,4.00129127502441
5/3/2023,12.8643255233765,43.5534896850586,1.22464752197266
5/4/2023,9.6677713394165,44.0204811096191,1.08758592605591
5/5/2023,8.75620651245117,31.8932952880859,0.943605244159699
5/6/2023,4.39366626739502,34.0093154907227,1.30627179145813
5/7/2023,8.64955043792725,26.8508949279785,-0.394112348556519
5/8/2023,10.2889652252197,15.405309677124,20.5809860229492
5/9/2023,19.0184059143066,27.6114883422852,2.41745114326477
5/10/2023,7.99875545501709,30.3769054412842,21.9428653717041
5/11/2023,15.2170839309692,28.8098659515381,6.55103874206543
5/12/2023,19.9726657867432,12.5991945266724,3.60193204879761
5/13/2023,27.1239223480225,32.9000244140625,0.80057430267334
5/14/2023,30.0087604522705,29.5639991760254,0.9765345454216
5/15/2023,37.3362312316895,16.5982646942139,0.569931030273438
5/16/2023,27.8468246459961,12.4493455886841,0.291977494955063
5/17/2023,13.4046297073364,32.7118148803711,1.27790260314941
5/18/2023,3.85263252258301,23.8293228149414,0.308118134737015
5/19/2023,2.99151086807251,32.240966796875,3.21119666099548
5/20/2023,87.504035949707,14.9731884002686,5.91296482086182
5/21/2023,129.691940307617,14.8838119506836,61.4184112548828
5/22/2023,100.182739257813,8.78180027008057,2.70006704330444
5/23/2023,45.6606941223145,23.8788661956787,1.57993113994598
5/24/2023,33.0579948425293,28.7640819549561,2.30618929862976
5/25/2023,30.867073059082,21.5818462371826,18.3529109954834
5/26/2023,26.779275894165,28.2398071289063,38.2884979248047
5/27/2023,32.7227897644043,26.9329166412354,55.6207084655762
5/28/2023,28.8220100402832,27.3717441558838,0.492750287055969
5/29/2023,18.442798614502,27.6994342803955,0.306559234857559
5/30/2023,17.2035369873047,27.9755077362061,3.1331775188446
5/31/2023,9.17913055419922,28.1566982269287,-0.457921296358109
6/1/2023,6.01064300537109,28.54030418396,0.00111140310764313
6/2/2023,3.07781624794006,23.2258396148682,0.232315331697464
6/3/2023,10.134708404541,30.1242065429688,1.20953440666199
6/4/2023,6.27559328079224,29.5413856506348,2.10973215103149
6/5/2023,10.5909261703491,30.0016307830811,1.82822644710541
6/6/2023,13.3708772659302,30.250207901001,51.1074180603027
6/7/2023,20.2129535675049,30.0566864013672,17.0045757293701
6/8/2023,15.4211673736572,21.778715133667,1.58874607086182
6/9/2023,14.6215419769287,12.004921913147,1.43130230903626
6/10/2023,8.56648635864258,10.0954818725586,1.73237025737763
6/11/2023,16.3569755554199,8.94880485534668,0.556036651134491
6/12/2023,16.3234996795654,8.46355247497559,0.441141247749329
6/13/2023,17.473611831665,7.937659740448,1.49618637561798
6/14/2023,28.7402687072754,7.06116628646851,35.4049797058106
6/15/2023,44.8094787597656,19.0966396331787,2.86282968521118
6/16/2023,48.4797973632813,37.815616607666,0.71278178691864
6/17/2023,35.1614608764648,38.3611831665039,1.23230242729187
6/18/2023,13.9752998352051,39.9017448425293,11.7745609283447
6/19/2023,12.420126914978,40.5291938781738,0.625921785831451
6/20/2023,10.8982677459717,41.4253044128418,10.5666637420654
6/21/2023,9.21349716186523,42.1215934753418,-0.488174825906754
6/22/2023,10.6996726989746,39.5649719238281,25.6503105163574
6/23/2023,8.25845909118652,17.0272159576416,4.902428150177
6/24/2023,4.36650133132935,16.0880107879639,8.1414098739624
6/25/2023,7.26751089096069,14.3230352401733,9.39443397521973
6/26/2023,3.5283670425415,13.8925323486328,4.00894594192505
6/27/2023,7.51843166351318,12.8829488754273,1.59040522575378
6/28/2023,5.19034099578857,11.7566299438477,0.860750436782837
6/29/2023,10.2516813278198,10.6196727752686,1.8840674161911
6/30/2023,19.3914852142334,15.9894189834595,3.11990928649902
7/1/2023,28.614408493042,9.32083320617676,3.77306437492371
7/2/2023,42.6761703491211,8.40292930603027,35.9989471435547
7/3/2023,36.2899856567383,7.18646287918091,9.47681427001953
7/4/2023,19.8001575469971,6.3514518737793,52.1930618286133
7/5/2023,4.5259165763855,5.62126159667969,34.8908767700195
7/6/2023,4.33928871154785,5.00260448455811,37.9153747558594
7/7/2023,13.447096824646,4.35946178436279,2.6903350353241
7/8/2023,15.3397979736328,3.86375236511231,1.05065739154816
7/9/2023,13.8574991226196,3.42353415489197,2.23104405403137
7/10/2023,12.7824363708496,3.0527720451355,0.941363632678986
7/11/2023,8.69525241851807,2.76017045974731,-0.0675822794437408
7/12/2023,3.1977334022522,2.61799144744873,0.169296532869339
7/13/2023,2.20434212684631,2.53462600708008,0.891510128974915
7/14/2023,3.85014081001282,2.59484696388245,3.03528046607971
7/15/2023,4.55430221557617,2.5813307762146,2.06175804138184
7/16/2023,4.02100801467896,2.36618781089783,1.83192563056946
7/17/2023,4.67507457733154,2.17768454551697,0.509585618972778
7/18/2023,4.34397745132446,2.02035188674927,0.676631987094879
7/19/2023,5.71332550048828,1.92079293727875,0.467988073825836
7/20/2023,5.73614454269409,1.90074467658997,0.541721940040588
7/21/2023,6.12014627456665,7.58774328231812,2.52430963516235
7/22/2023,5.16151809692383,26.0595207214356,-0.0877998024225235
7/23/2023,3.5317714214325,22.5428924560547,0.657375633716583
7/24/2023,1.89559268951416,13.5140514373779,0.0417954847216606
7/25/2023,2.16078042984009,10.3322620391846,39.6110687255859
7/26/2023,2.28089904785156,7.77694940567017,16.1909370422363
7/27/2023,2.34545588493347,6.12843799591065,48.7272834777832
7/28/2023,2.43745040893555,4.98574161529541,45.7111282348633
7/29/2023,2.5521502494812,4.14630365371704,26.9923362731934
7/30/2023,2.18189835548401,3.52585029602051,-0.519482374191284
7/31/2023,1.92016291618347,3.01021909713745,-0.223791778087616
8/1/2023,1.83364641666412,2.61333560943604,0.66638970375061
8/2/2023,1.82162070274353,2.30891394615173,0.909448504447937
8/3/2023,1.81431365013123,2.07964491844177,0.901345551013947
8/4/2023,1.81078016757965,1.91043996810913,2.20031952857971
8/5/2023,1.77874338626862,1.80122423171997,2.54465341567993
8/6/2023,1.79480838775635,1.73602628707886,3.04696822166443
8/7/2023,1.81807172298431,1.70498776435852,3.16263818740845
8/8/2023,1.89546239376068,1.6996636390686,3.18042731285095
8/9/2023,2.10877060890198,1.71435475349426,3.19446206092835
8/10/2023,2.3358747959137,11.5715732574463,3.193354845047
8/11/2023,2.65411353111267,22.5206184387207,3.17903423309326
8/12/2023,2.81905007362366,12.0521726608276,3.19857311248779
8/13/2023,3.19104862213135,9.48211669921875,3.21154808998108
8/14/2023,3.2118399143219,6.94838762283325,3.24185705184937
8/15/2023,3.52195024490356,5.38732385635376,3.04883170127869
8/16/2023,3.90508961677551,4.29020023345947,3.92397117614746
8/17/2023,4.1762490272522,7.64236116409302,2.92692804336548
8/18/2023,4.06701803207398,25.4995594024658,2.2270987033844
8/19/2023,3.66875600814819,27.8646335601807,2.38744640350342
8/20/2023,5.49692583084106,28.5450286865234,2.57179307937622
8/21/2023,9.11122226715088,16.5629463195801,2.13879466056824
8/22/2023,7.06884574890137,11.9324684143066,1.75354599952698
8/23/2023,3.41146445274353,9.3108377456665,0.448238372802734
8/24/2023,3.62573575973511,7.87036180496216,1.08596992492676
8/25/2023,5.00541687011719,6.83111429214478,2.54614782333374
8/26/2023,8.16549777984619,5.93072128295898,17.8950920104981
8/27/2023,11.2282876968384,5.11607170104981,39.0668792724609
8/28/2023,10.4191055297852,4.36939907073975,5.3062334060669
8/29/2023,9.48360824584961,3.73587107658386,1.46157491207123
8/30/2023,6.56464862823486,3.21901917457581,1.73835575580597
8/31/2023,1.99860107898712,2.81002497673035,1.4526698589325
9/1/2023,1.62606167793274,10.4990901947022,1.47347354888916
9/2/2023,1.87510251998901,32.8491973876953,2.53105401992798
9/3/2023,2.1393985748291,29.2374038696289,3.27102184295654
9/4/2023,1.98640894889832,32.9751472473145,1.21304953098297
9/5/2023,2.12740778923035,40.4931259155273,2.47616147994995
9/6/2023,2.37557673454285,43.1795921325684,2.82891082763672
9/7/2023,2.6317720413208,45.3382339477539,2.68351125717163
9/8/2023,2.85444808006287,46.296142578125,2.91424083709717
9/9/2023,3.06442904472351,40.9630432128906,2.51988935470581
9/10/2023,3.22833442687988,35.9587821960449,2.42343306541443
9/11/2023,3.57327580451965,47.2719039916992,4.11680412292481
9/12/2023,4.01201677322388,46.3274917602539,2.56368970870972
9/13/2023,4.29519701004028,46.6900444030762,2.39135503768921
9/14/2023,4.27241516113281,48.0085792541504,2.1996488571167
9/15/2023,4.89799451828003,48.476261138916,2.45080947875977
9/16/2023,6.81681346893311,48.3593826293945,7.17899131774902
9/17/2023,9.80580043792725,49.1568336486816,40.7622413635254
9/18/2023,8.07597637176514,50.0528984069824,45.5296287536621
9/19/2023,4.26752233505249,51.7770233154297,7.80200576782227
9/20/2023,3.86367225646973,51.6187629699707,0.019422173500061
9/21/2023,6.26615571975708,52.4190673828125,-0.277112782001495
9/22/2023,8.0648250579834,32.8570899963379,1.88101661205292
9/23/2023,8.18669700622559,56.0834350585938,-0.768706560134888
9/24/2023,9.43857002258301,39.620361328125,-0.72547060251236
9/25/2023,10.4339618682861,37.6755523681641,0.0833424553275108
9/26/2023,7.51258134841919,35.1939811706543,3.17290210723877
9/27/2023,6.02542781829834,47.1321296691895,3.00077128410339
9/28/2023,14.3215656280518,46.0884475708008,3.30523347854614
9/29/2023,18.7307777404785,46.4152069091797,2.45926642417908
9/30/2023,22.5725021362305,46.147834777832,2.6693069934845
10/1/2023,19.3446636199951,46.1942291259766,3.79836964607239
10/2/2023,12.605318069458,48.4187774658203,0.793091475963593
10/3/2023,6.45852851867676,48.4546203613281,2.61718010902405
10/4/2023,4.47779083251953,45.8082427978516,1.8480429649353
10/5/2023,6.12305641174316,33.7985992431641,3.0641872882843
10/6/2023,6.83182334899902,35.4288902282715,4.43616819381714
10/7/2023,7.05746698379517,33.1870307922363,3.18237709999085
10/8/2023,11.2349672317505,32.6174926757813,2.48691606521606
10/9/2023,13.1272048950195,31.7678737640381,2.98344278335571
10/10/2023,13.7299928665161,30.7607269287109,1.83826887607575
10/11/2023,4.59701490402222,30.2185230255127,1.22689545154572
10/12/2023,2.40602111816406,29.8592662811279,0.948202848434448
10/13/2023,8.27882671356201,29.5632476806641,6.90948820114136
10/14/2023,21.7197456359863,29.4438610076904,3.98328924179077
10/15/2023,25.700891494751,29.3774681091309,11.1207723617554
10/16/2023,31.3893852233887,29.2929458618164,7.2939658164978
10/17/2023,24.2046661376953,16.403844833374,7.3804669380188
10/18/2023,12.354998588562,15.9426031112671,10.909351348877
10/19/2023,6.00414514541626,16.8426284790039,1.96249747276306
10/20/2023,4.75581789016724,23.7744255065918,35.4197311401367
10/21/2023,5.26919460296631,31.4593048095703,11.9752883911133
10/22/2023,7.99611377716065,23.0552444458008,11.0606288909912
10/23/2023,12.0937337875366,17.1117477416992,13.7855100631714
10/24/2023,15.9154682159424,30.2141857147217,4.87492799758911
10/25/2023,13.7164754867554,28.1065139770508,4.3356728553772
10/26/2023,19.9852523803711,28.2251377105713,2.93001937866211
10/27/2023,18.2234935760498,27.9488716125488,2.4076714515686
10/28/2023,8.96190166473389,28.1149673461914,1.97887766361237
10/29/2023,11.8992462158203,28.3073883056641,-0.932514429092407
10/30/2023,75.9611740112305,36.9306945800781,0.443276941776276
10/31/2023,61.331470489502,42.9690628051758,2.69929623603821
11/1/2023,15.5262441635132,45.3745956420898,10.9188890457153
11/2/2023,17.8042316436768,46.4671783447266,5.48584842681885
11/3/2023,18.8209419250488,47.6527137756348,4.96420001983643
11/4/2023,13.5621156692505,49.5691413879395,16.3202800750732
11/5/2023,11.6176490783691,51.1156234741211,4.15535879135132
11/6/2023,10.4156303405762,51.6275177001953,6.88535594940186
11/7/2023,10.8278827667236,52.0773735046387,4.7423849105835
11/8/2023,21.6662101745606,52.3485794067383,4.22008275985718
11/9/2023,31.7486591339111,40.370532989502,-0.727316856384277
11/10/2023,39.7202568054199,34.2483825683594,0.525403439998627
11/11/2023,30.4529075622559,33.8303375244141,1.30704236030579
11/12/2023,25.5378684997559,43.3002662658691,1.44907975196838
11/13/2023,26.9250297546387,36.395622253418,0.110152252018452
11/14/2023,14.9895820617676,22.9638442993164,0.0101111084222794
11/15/2023,13.1264400482178,28.4923896789551,0.520406007766724
11/16/2023,11.1016836166382,33.5738563537598,1.05584263801575
11/17/2023,12.7949800491333,31.3060703277588,6.2173662185669
11/18/2023,21.3566207885742,30.3123569488525,7.30124139785767
11/19/2023,35.5031242370606,29.5252571105957,3.17189025878906
11/20/2023,19.8840389251709,27.8847885131836,2.06321239471436
11/21/2023,97.8962860107422,18.1617832183838,1.94905495643616
11/22/2023,139.099868774414,22.6831607818604,2.14651894569397
11/23/2023,170.733016967773,29.6301250457764,4.11821889877319
11/24/2023,24.1584758758545,29.1708908081055,43.0886268615723
11/25/2023,7.23847436904907,40.3052215576172,54.1301078796387
11/26/2023,11.2192363739014,40.5953903198242,14.0772619247437
11/27/2023,5.5604944229126,41.6921310424805,27.1022911071777
11/28/2023,5.15947103500366,42.0250587463379,3.01792669296265
11/29/2023,5.60961818695068,23.2559833526611,2.87361311912537
11/30/2023,5.68549537658691,20.1488647460938,4.3106279373169
12/1/2023,7.82435703277588,18.6474800109863,2.53915810585022
12/2/2023,19.5750923156738,22.5669384002686,2.45861959457398
12/3/2023,15.9180669784546,17.0257072448731,2.97384667396545
12/4/2023,12.3387832641602,9.68850803375244,2.73401832580566
12/5/2023,43.4186706542969,24.5983581542969,8.40365695953369
12/6/2023,32.7935218811035,28.7347850799561,3.87269020080566
12/7/2023,24.5145626068115,27.7204513549805,2.21526575088501
12/8/2023,16.7079448699951,27.5122394561768,2.88757395744324
12/9/2023,21.925573348999,27.5698833465576,1.69813513755798
12/10/2023,9.78999137878418,27.7252750396729,2.43512797355652
12/11/2023,4.3520998954773,27.8852958679199,1.85526239871979
12/12/2023,4.32845783233643,28.5035285949707,13.6127529144287
12/13/2023,6.84980440139771,34.3094520568848,3.08931922912598
12/14/2023,9.83136558532715,40.7173042297363,2.39016008377075
12/15/2023,11.7783174514771,41.6581840515137,2.84102630615234
12/16/2023,6.4851975440979,42.7315177917481,11.0424957275391
12/17/2023,4.11571931838989,43.404842376709,1.29072833061218
12/18/2023,14.6150674819946,40.9490356445313,9.60558319091797
12/19/2023,25.5296077728272,33.2093315124512,2.95592880249023
12/20/2023,24.7206516265869,33.9972457885742,7.81061983108521
12/21/2023,26.5435066223145,32.5484390258789,3.44261717796326
12/22/2023,12.2464017868042,31.7707977294922,0.722869694232941
12/23/2023,17.8394584655762,31.0459232330322,36.2339134216309
12/24/2023,30.8523540496826,30.3959293365479,1.07905793190002
12/25/2023,36.8009643554688,30.0643997192383,2.58283185958862
12/26/2023,31.8289699554443,35.3686256408691,25.7761001586914
12/27/2023,37.2088317871094,41.5609588623047,10.3640909194946
12/28/2023,45.3872222900391,43.2578010559082,0.703122556209564
12/29/2023,33.1114234924316,35.4819946289063,4.19592714309692
12/30/2023,24.1863918304443,17.1299743652344,6.05846118927002
12/31/2023,27.0360298156738,14.9350490570068,4.50690269470215
